ownerAddress,balance,percentage,updatedAt
0x618eeb0db49456a6563553284863aede62240333,84,0.08408408408408409,1770058619
0x0d32229c8371fb22969e0ba8d15c9778bc9a1e15,44,0.044044044044044044,1770058619
0x445ba6f9f553872fa9cdc14f5c0639365b39c140,44,0.044044044044044044,1770058619
0x4680def488caa5db07037d37207df6284ccb12c4,44,0.044044044044044044,1770058619
0x9078f0767e3c297d98764fb89454ae45a9787857,44,0.044044044044044044,1770058619
0xd4a842511c0a96a3159f865f674c7cdcaf911a48,43,0.043043043043043044,1770058619
0x9ad668bb4bd26dc1cb7c6ec813fef4e96e610bed,30,0.03003003003003003,1770058619
0x2e15ee8a2ad2444be7946322083680eba8af904d,28,0.028028028028028028,1770058619
0x993d09125f344fe649a932a1c21394103593a582,25,0.025025025025025027,1770058619
0x8dc524fffac9c2966e2d62e89da8f5992e18fe74,24,0.024024024024024024,1770058619
0xa3e78f20f2671da3e6c13b53488f72ce0f1bc783,23,0.023023023023023025,1770058619
0x6f011040c826bd95eef31597dacdb7bb62649cfc,21,0.021021021021021023,1770058619
0x796355c237133d204fd39a4d988abe41a3d66086,19,0.01901901901901902,1770058619
0xf5e6f2f052429a5c7400cb9f11833e52b9e6d666,17,0.01701701701701702,1770058619
0xc5a304a15efaa2e7b8be77509a9d809ab93e5c70,15,0.015015015015015015,1770058619
0x16af129fd74008c27f52a40bfd1759454f3983d5,14,0.014014014014014014,1770058619
0x7af761df929afd00b21d0c493150b98f39c2831f,14,0.014014014014014014,1770058619
0x8317e7259e1c21fd2ef342b453ff755f1041fdfa,14,0.014014014014014014,1770058619
0x602117978f45e71766a088c9e31a4ba8f1f2d066,13,0.013013013013013013,1770058619
0x5cd650e26dc1cba3a4482909af0c7e74af0255c1,11,0.011011011011011011,1770058619
0x033a97735bca801ea54d8fbb78ced0c274679be5,10,0.01001001001001001,1770058619
0xbfc64c7d6f55fb0976a62155c312a0073f0dc981,10,0.01001001001001001,1770058619
0xce71a685ca4b5b7d435d638da06bd02efde5ca0e,9,0.009009009009009009,1770058619
0xdf0efd6173c36fe561b0c1939cf55d6bb9b89da0,9,0.009009009009009009,1770058619
0x1233498fe66e2e7f787e34c852564b2d4b0057bd,8,0.008008008008008008,1770058619
0x2c23b77b7e85c7f634c6db175153c96918355bab,7,0.007007007007007007,1770058619
0x2e31d3bb595f156b17b9923fcb2ebc6ee0faa097,7,0.007007007007007007,1770058619
0x415be58b62ed85ea515137ac6aaf03702e7e4040,7,0.007007007007007007,1770058619
0x4dfcd0cb1c62468271837a69faacf95e6f062f14,7,0.007007007007007007,1770058619
0x990d7fb9a60ca851c22e0a3eba374d42ff498da0,7,0.007007007007007007,1770058619
0x9cdbb72ae239d0bde61f924ff0c668c463ecd9f5,7,0.007007007007007007,1770058619
0xa8da6b8948d011f063af3aa8b6beb417f75d1194,7,0.007007007007007007,1770058619
0xcdb48b9881ac1d426d7298e020fa7232860ad67f,7,0.007007007007007007,1770058619
0xdf8b35668c8fcf82b1d1707875c98cd05b6927c4,7,0.007007007007007007,1770058619
0xeb0e870bd6b138bbb5a8aaedb34a80a28ce8314f,7,0.007007007007007007,1770058619
0xf6e2fd186c3367ba54c36d7fb8030c3de93e769c,7,0.007007007007007007,1770058619
0x17ef5451ed7f2b670f62af8c25602521abeda01f,6,0.006006006006006006,1770058619
0x22cec29729013b9b937d90f35c344393019fe58f,6,0.006006006006006006,1770058619
0x350dc39f5ad19e805465c4f8eb0d98f61eba1821,6,0.006006006006006006,1770058619
0x46c866caf5a718ab3ef9096ca437df8843ee3d8e,6,0.006006006006006006,1770058619
0x7ae87370409705b235797f3874b4998c0a79f8e6,6,0.006006006006006006,1770058619
0x7fbaf2d746bbf45b89b56264fcd5dcdfb394e84a,6,0.006006006006006006,1770058619
0xaf6f3ac67cc5b704546a7bc8517b26705b11d453,6,0.006006006006006006,1770058619
0xb480ad818e114707a72ad1c29e1302517f1f7913,6,0.006006006006006006,1770058619
0xbf2c9d417e04e21c812e1c75f6f61cb0204d04cf,6,0.006006006006006006,1770058619
0xfcd29a0cdd8d0f833ce2c4a462c2442d0219b263,6,0.006006006006006006,1770058619
0x0d191f0b8d244f0f6a253189a9eff83f9c5708d3,5,0.005005005005005005,1770058619
0xecab97b58bbf4b3f2cbf79477ac3d2f90e025735,5,0.005005005005005005,1770058619
0xff870acb568612de076608336ae44e0eb63b7618,5,0.005005005005005005,1770058619
0x0905fb3f4d5719314d1c30acf4f21390398b6088,4,0.004004004004004004,1770058619
0x0974c80d96c0c20aeb03f4e4d960448a5d3211df,4,0.004004004004004004,1770058619
0x2556174291310551be128f21ce284c4ffce07585,4,0.004004004004004004,1770058619
0x5e88958dcf0802a442eb9bc41bd030eb5fa98494,4,0.004004004004004004,1770058619
0x671da470ee0446c0d87be5f0739ef1930ec55a77,4,0.004004004004004004,1770058619
0x7efccf94f9777f233e7a7247c763b13e6bfb2400,4,0.004004004004004004,1770058619
0xb5fc19845ab8956a879b04267ce79b5eac4c54e9,4,0.004004004004004004,1770058619
0xf52f52bf095659e2298994d83063383fbc131b1b,4,0.004004004004004004,1770058619
0x1c63344ca137f17b8e9d55118e7565d6a1f387b8,3,0.003003003003003003,1770058619
0x466e70f677b3ebd99ff027ec13cc040f19978abc,3,0.003003003003003003,1770058619
0x46ad48776f8cf25c545bdb559f3d5d001172ca4b,3,0.003003003003003003,1770058619
0x7a8b2352f31ddb4fc143a348e0aebc0483a489c0,3,0.003003003003003003,1770058619
0x95de56c9c5880523d788b8f19282b0704661694d,3,0.003003003003003003,1770058619
0x9b2befdf2e42d1c961b48ffb6f65f650e532fa7b,3,0.003003003003003003,1770058619
0x9cd7e840eb3047ab5036d7ffed84e43a1797ad6c,3,0.003003003003003003,1770058619
0x9fe9fa7859c6bcbb4eb0adb958bfa03f4312437b,3,0.003003003003003003,1770058619
0xa9df0583d3f2458e97c3906ad4015ce2bca0524f,3,0.003003003003003003,1770058619
0xacf761d6e8f702fae252c2e294306ee4a5dddf4b,3,0.003003003003003003,1770058619
0xb61d2757de108ca33725e84eab6a88ed453496eb,3,0.003003003003003003,1770058619
0xbc3f4514c0b904b0c1df04f12cc916d223e1dbc7,3,0.003003003003003003,1770058619
0xe4c5efbcb18403300af74b88d3367591b1ebbbf3,3,0.003003003003003003,1770058619
0xec538f26e6ef943d3e9bb05f68ecdd67b26ab39f,3,0.003003003003003003,1770058619
0xeca8e861eeee0861571c44bae2081d0632c38bc3,3,0.003003003003003003,1770058619
0xf8b53253a135e14aed6a948d25de06c0e816df39,3,0.003003003003003003,1770058619
0xff25c7794b455108fa6aadee4091d0cd80d811d1,3,0.003003003003003003,1770058619
0x100cc859837de35b69fefaa1c3780ae0643264d9,2,0.002002002002002002,1770058619
0x295571f96a68a395c6a6d8d763344630603a2d2c,2,0.002002002002002002,1770058619
0x2bcde9e8c530fa4f6024c7421e1054c16e9badee,2,0.002002002002002002,1770058619
0x422b2379bffee22aeef8c30caef8410d34a5a2e3,2,0.002002002002002002,1770058619
0x4253d0e24323deb74f404988fdf2ccac7992acdb,2,0.002002002002002002,1770058619
0x4c81293fd449099dcfcedcc21a4b1993afd9f0d4,2,0.002002002002002002,1770058619
0x5f794a43766ab4e7e5f86f35942363a8ce86105a,2,0.002002002002002002,1770058619
0x67c37e42f5493a7b381fdca98bc5ca7ed063293f,2,0.002002002002002002,1770058619
0x76110ec9999f27999594dc1ce31b9e6c7e9d908c,2,0.002002002002002002,1770058619
0x7c7beab6d55aab51d7aed0b5cddb791b30741120,2,0.002002002002002002,1770058619
0x89d09e30efce43bc4b561000994329b092b59995,2,0.002002002002002002,1770058619
0x8c43b8dc738247cfa59c42253582eb9825c98cf1,2,0.002002002002002002,1770058619
0x8f9799a47c85fa700204a703b37e46de2a2bc022,2,0.002002002002002002,1770058619
0x91c40a32d59dfe454cb24d000fda3f806665d3a7,2,0.002002002002002002,1770058619
0x935e21186a62fa0940b688606f5298e383ea226c,2,0.002002002002002002,1770058619
0x96d195fe5b296b521985ae50c52de6d1898b19d1,2,0.002002002002002002,1770058619
0x9f8bc9c10d6c344fd089ac27ec1cab694dd864f8,2,0.002002002002002002,1770058619
0xae8af9ededcbec784dfd83b189b6762498d3e8ed,2,0.002002002002002002,1770058619
0xb5c6cc246fb253d338722931c7b058a222574231,2,0.002002002002002002,1770058619
0xba41a44612a6cac54147a0869ad98b7e5856a362,2,0.002002002002002002,1770058619
0xcc566df53c3f2180b4d4bf81cb7d4ad179888db8,2,0.002002002002002002,1770058619
0xe08d401f8e8bd3e7114a3a474779bff9c19d2c84,2,0.002002002002002002,1770058619
0xe3bb64d93c3f2fb11ba18b05df0b573981378828,2,0.002002002002002002,1770058619
0xed43b4e9974ccfe79bf42e99d6234b9e3831772e,2,0.002002002002002002,1770058619
0xf7fa15bc10b1e55d1a3632ae80aae36c520dce01,2,0.002002002002002002,1770058619
0xfe1b18512b39d18e7b2a5092b0e78e89e5fdd81b,2,0.002002002002002002,1770058619
0x001c624f059757d82e5bb1f64550bee04a36a2f4,1,0.001001001001001001,1770058619
0x00cbb61f04fc838320f86b4fbf47bbd0e6a5a995,1,0.001001001001001001,1770058619
0x0435e7b36cc6d51274a119b8f08521465eedad63,1,0.001001001001001001,1770058619
0x0617c6ca64f45a4deb5cc7622931c2fd55545a93,1,0.001001001001001001,1770058619
0x079583668b2515818fcab375d357e9e211351466,1,0.001001001001001001,1770058619
0x0a15ea04df2cf3b781e0c4500e485c874567619e,1,0.001001001001001001,1770058619
0x0abfe2203f2a5fe8cf3245c274e7130611c3df4e,1,0.001001001001001001,1770058619
0x0cddbaf93be47dbcc84585de5c9ae937e42e7fae,1,0.001001001001001001,1770058619
0x0ce5a50fe9eefd79ba0312c927ecc1d15a16c75b,1,0.001001001001001001,1770058619
0x1012ec418b32c46649cc82531774950f7ebc62cc,1,0.001001001001001001,1770058619
0x135a268b0c39d39a08b66d052d0a7642b8aa26a3,1,0.001001001001001001,1770058619
0x138fefdb5117d6f37aeb39959e9a6fc516bfb834,1,0.001001001001001001,1770058619
0x13e0d7a47177970ed8ba8ac9be4b79de21a0a6ec,1,0.001001001001001001,1770058619
0x146a856eb7b829a5efc745f395a667d5010551bd,1,0.001001001001001001,1770058619
0x1a8ec52c2fd1fe4f6110747f60cc00a702071041,1,0.001001001001001001,1770058619
0x1b4bbeac19ba738d71194548d1b2436493d64b46,1,0.001001001001001001,1770058619
0x1bde1c7cf590a982c4d924eb1a63fdfe644ddd9a,1,0.001001001001001001,1770058619
0x21a96bc8141eff39c9e77d1af1994e447c584346,1,0.001001001001001001,1770058619
0x2e055d5d9c3c502a6f919c5e371757a2ba42ea89,1,0.001001001001001001,1770058619
0x30bec8de216cc52760bb6068dc7512f483e0e044,1,0.001001001001001001,1770058619
0x338332ccf4df58efe23befa5965851b94375c81d,1,0.001001001001001001,1770058619
0x345738864b1648da76f142b7624ec4c03e54d3c4,1,0.001001001001001001,1770058619
0x39c09ee3a4b74b53978db47866528fe8ea8c61cb,1,0.001001001001001001,1770058619
0x3cbaedaf32cee5ea5dd816043996001208e84a9a,1,0.001001001001001001,1770058619
0x3d55a964f74a28ec45ea4d9ddb634d4cdca917ad,1,0.001001001001001001,1770058619
0x4093517c5870c548a100605f0d5b1cbc1b53e2b1,1,0.001001001001001001,1770058619
0x42ca29076b3deeb67740150694e646036aebf600,1,0.001001001001001001,1770058619
0x4370c12bc9ff8ef1a7fe7ce9dd617fa6d88c4776,1,0.001001001001001001,1770058619
0x49df05e726a5270e13d611e38b716ebee4d0ffad,1,0.001001001001001001,1770058619
0x4a068dd8507b57b48ac455614ba49bc1f9acf7ec,1,0.001001001001001001,1770058619
0x4cf536807041d917be83506aeecd646ae87f7e3b,1,0.001001001001001001,1770058619
0x52598305571fdee5541823babf8bf296ec248477,1,0.001001001001001001,1770058619
0x528c2730d237d9fcda00d46c4661f32b562c34f4,1,0.001001001001001001,1770058619
0x540fd165774f8de502e454ca11f4902c5bccd25d,1,0.001001001001001001,1770058619
0x54ac2ad13abf1acf5230ffe6177d3ce54c946a4a,1,0.001001001001001001,1770058619
0x5d291d66398b82d302b696e148658c2416ee34b0,1,0.001001001001001001,1770058619
0x60c812f49a4f5b69f654ac4136cf187a2f639513,1,0.001001001001001001,1770058619
0x61fb0cc953d85cd5944e1c609aa8da889ce0ab76,1,0.001001001001001001,1770058619
0x65314eeb6e7edab42d1017cbe59d0dfbc313aa0d,1,0.001001001001001001,1770058619
0x6706dc393c08d1027223e47529f24ebe4ff62f62,1,0.001001001001001001,1770058619
0x681a3093864dc185680cc10603091b4f63814b84,1,0.001001001001001001,1770058619
0x68de5555667119f470ef23625fc2bfd789c3036b,1,0.001001001001001001,1770058619
0x6978fe209b67a4dcc0de7d4514df7bbe9c7132a9,1,0.001001001001001001,1770058619
0x69f8f41966b6d8f4e2334413acc3d6b5c97d6718,1,0.001001001001001001,1770058619
0x6a0f683e2c6bb04ad859298daaafe08ea41c7aba,1,0.001001001001001001,1770058619
0x6b4c46c505cded09aaa068ca0cf9ba639030bdd1,1,0.001001001001001001,1770058619
0x6b5bdd14d8f8dc28e6c5a63a6c68a81ddde93f1a,1,0.001001001001001001,1770058619
0x7095569640fc9bda1b47ed2558f85e78b6fcbefd,1,0.001001001001001001,1770058619
0x7188f3c86539237644904913e3c9c3f5d53a355c,1,0.001001001001001001,1770058619
0x71db48108f561c16dd37c14f623e54f4ffb0a5c6,1,0.001001001001001001,1770058619
0x728841183d8a46091e26af13adcfcfd1ed3d4945,1,0.001001001001001001,1770058619
0x731814e491571a2e9ee3c5b1f7f3b962ee8f4870,1,0.001001001001001001,1770058619
0x77eebef55d46aaac999636416ef694be471b5d24,1,0.001001001001001001,1770058619
0x7b45887a0711aa1bf2e57b63ef3153335b8d0116,1,0.001001001001001001,1770058619
0x87e0974d184202537586fd3dda1da3409b637737,1,0.001001001001001001,1770058619
0x8f0b02cd15ad407957946f7c29b75c3d53b87bcf,1,0.001001001001001001,1770058619
0x993bca6a64c1deff855c6319f92c78085d3ad2ff,1,0.001001001001001001,1770058619
0x9c87e46f7f230e7c3c830fdaa14a1cc8d7597fcc,1,0.001001001001001001,1770058619
0x9dd077c8e59641db2d1f3279608aee6524071cbe,1,0.001001001001001001,1770058619
0x9fbf58d2f5572727c915179ac7b7a96188f8a337,1,0.001001001001001001,1770058619
0xa4f30140f3aa9f341bbf6cb98367a7d30c95fdb8,1,0.001001001001001001,1770058619
0xa67ee3504843600a37037f76a7843c6f4a55abb7,1,0.001001001001001001,1770058619
0xa93bcd0f01d71dd56fbd482d2e6ff75d50732503,1,0.001001001001001001,1770058619
0xaa6a6401b6dd50dbf720662640240a91efed12bd,1,0.001001001001001001,1770058619
0xab8c5bd1ab1fb3774071b653f81f6d14f03fa13e,1,0.001001001001001001,1770058619
0xac1cec3f4baf1e2079c9e7c81086319dfee586a8,1,0.001001001001001001,1770058619
0xac8120697fbee801c40f49f9e30f268fc836a0b0,1,0.001001001001001001,1770058619
0xb631bbefc3e8c052084e0944525f71299cf08f3d,1,0.001001001001001001,1770058619
0xb6506425609473dfc00eb1c4085850582438f0d0,1,0.001001001001001001,1770058619
0xb7beecca50a3ffc9170293ba459ed49099645758,1,0.001001001001001001,1770058619
0xb83d5a6190cf90cf7543c4dc454f38bd5bb735cf,1,0.001001001001001001,1770058619
0xb9622ea491d121062792dfbe4f90ff10a73acf47,1,0.001001001001001001,1770058619
0xba5ddc8f55fa6f0e63de345862fa2d75ebe72d33,1,0.001001001001001001,1770058619
0xbbf9b0fc033d7c48c8d871c92bde2cdd5fd1e957,1,0.001001001001001001,1770058619
0xbd937cdaacb1a7854e1bbd01f6704a4009c4afb6,1,0.001001001001001001,1770058619
0xbe1baaff31e126a5a6f5c9e322138e5abfd988d0,1,0.001001001001001001,1770058619
0xbeef110d2db74563c28d12593b8db06f423bc9ea,1,0.001001001001001001,1770058619
0xc9b2c41bc0d78bc97d2de1127ee7efaec3516338,1,0.001001001001001001,1770058619
0xcf918ce2858719a30f7f85862ccf156af4c2b435,1,0.001001001001001001,1770058619
0xd33f9f5d95ad122f497e70b8794a32d65ad22202,1,0.001001001001001001,1770058619
0xd430e815eb19762ce035b99cc233931c9e6f8256,1,0.001001001001001001,1770058619
0xd48bc4eeb22efaeea3e8e7540e2952dbdb2fab2f,1,0.001001001001001001,1770058619
0xd4fc9837baee4de29ae8496871d8c060737e0435,1,0.001001001001001001,1770058619
0xd6d439a092be341f5abafce146f3581e2f4a0151,1,0.001001001001001001,1770058619
0xdb681e4b2440c70e30de0abd161c41a0f07e657a,1,0.001001001001001001,1770058619
0xdcce758cc737ea9b2637ad08d94bb81d8c85b96b,1,0.001001001001001001,1770058619
0xddad052e5611ce21a994acb9558d773b880097c3,1,0.001001001001001001,1770058619
0xe693afd67103d5e870b3317caee542485423b797,1,0.001001001001001001,1770058619
0xe6dc598c29819d1f096fa15cbcfa69e11182db5b,1,0.001001001001001001,1770058619
0xe8098140054ed9b237bf20acf64a5491f9c6f00a,1,0.001001001001001001,1770058619
0xf1a9fc892b01708270902d1bff747b2faeeb2900,1,0.001001001001001001,1770058619
0xf5420585785ab031f7b693ec57b6293973cd3119,1,0.001001001001001001,1770058619
0xf6291f7303a3b38ed4c0def609535108069d9623,1,0.001001001001001001,1770058619
0xf79e9a7e740ad341df286425011b13f805cf403f,1,0.001001001001001001,1770058619
0xfb1268f135f0b50aef5ef8c34c18e8683b80a0ef,1,0.001001001001001001,1770058619